sample_type,N_rate,P_rate,K_rate,Zn_rate,global_warming,freshwater_eutrophication,terrestrial_acidification,terrestrial_ecotoxicity
OAT_N,133.0963,50,35,20,5112.350037,0.391476541,22.93812729,13568.72302
OAT_N,120.9285,50,35,20,5034.858085,0.373608124,21.12482433,13505.61175
OAT_N,125.7179,50,35,20,5065.359897,0.380641359,21.83856332,13530.45314
OAT_N,136.6892,50,35,20,5135.23181,0.396752715,23.4735582,13587.35848
OAT_N,125.8138,50,35,20,5065.970647,0.380782188,21.85285479,13530.95055
OAT_N,142.7208,50,35,20,5173.644708,0.405610121,24.37241569,13618.64285
OAT_N,124.7299,50,35,20,5059.067712,0.379190481,21.6913269,13525.32864
OAT_N,120.8219,50,35,20,5034.179191,0.373451582,21.1089383,13505.05884
OAT_N,147.897,50,35,20,5206.609899,0.413211372,25.14379743,13645.49048
OAT_N,121.7505,50,35,20,5040.093081,0.374815231,21.24732265,13509.87525
OAT_N,145.6718,50,35,20,5192.438471,0.409943665,24.81218763,13633.94893
OAT_N,147.495,50,35,20,5204.049718,0.412621035,25.08388949,13643.40541
OAT_N,125.2243,50,35,20,5062.216352,0.379916507,21.76500472,13527.89297
OAT_N,138.9466,50,35,20,5149.608307,0.400067708,23.8099666,13599.06704
OAT_N,128.9532,50,35,20,5085.964256,0.385392398,22.32070299,13547.23382
OAT_N,126.5624,50,35,20,5070.738187,0.381881507,21.96441469,13534.83335
OAT_N,138.0766,50,35,20,5144.067617,0.398790112,23.68031509,13594.55457
OAT_N,129.7406,50,35,20,5090.978898,0.386548695,22.43804505,13551.31786
OAT_N,131.909,50,35,20,5104.788589,0.38973299,22.76119025,13562.5648
OAT_N,132.9133,50,35,20,5111.184582,0.391207805,22.91085577,13567.77385
OAT_N,136.3447,50,35,20,5133.037825,0.396246817,23.42221918,13585.57165
OAT_N,121.5289,50,35,20,5038.681797,0.374489811,21.21429878,13508.72587
OAT_N,146.1249,50,35,20,5195.324088,0.410609043,24.87971073,13636.29905
OAT_N,144.7417,50,35,20,5186.515029,0.408577813,24.67357974,13629.12474
OAT_N,121.6349,50,35,20,5039.35687,0.374645472,21.2300954,13509.27566
OAT_N,142.6033,50,35,20,5172.896397,0.405437572,24.35490528,13618.03341
OAT_N,120.6224,50,35,20,5032.908654,0.373158616,21.07920787,13504.02408
OAT_N,149.1488,50,35,20,5214.582123,0.415049641,25.33034657,13651.98325
OAT_N,133.5689,50,35,20,5115.359842,0.392170554,23.00855637,13571.17428
OAT_N,124.6178,50,35,20,5058.353791,0.379025862,21.67462123,13524.74721
OAT_N,135.9829,50,35,20,5130.733662,0.395715514,23.36830204,13583.69508
OAT_N,147.0813,50,35,20,5201.415025,0.412013516,25.02223797,13641.25965
OAT_N,141.8181,50,35,20,5167.895766,0.404284506,24.23789107,13613.96078
OAT_N,132.2472,50,35,20,5106.942452,0.390229637,22.8115904,13564.31896
OAT_N,142.6473,50,35,20,5173.176616,0.405502186,24.36146237,13618.26162
OAT_N,122.7996,50,35,20,5046.774388,0.376355835,21.40366448,13515.31667
OAT_N,128.4971,50,35,20,5083.059534,0.384722615,22.25273281,13544.86814
OAT_N,136.6886,50,35,20,5135.227989,0.396751834,23.47346878,13587.35537
OAT_N,134.8259,50,35,20,5123.365182,0.394016459,23.19588044,13577.69402
OAT_N,144.9744,50,35,20,5187.997004,0.408919533,24.70825779,13630.3317
OAT_N,128.4626,50,35,20,5082.839817,0.384671951,22.24759146,13544.6892
OAT_N,137.2046,50,35,20,5138.514191,0.39750958,23.55036554,13590.03173
OAT_N,141.5515,50,35,20,5166.197895,0.403893004,24.19816108,13612.57799
OAT_N,137.6909,50,35,20,5141.611245,0.398223712,23.62283626,13592.55404
OAT_N,140.9711,50,35,20,5162.501554,0.403040686,24.11166714,13609.5676
OAT_N,130.0019,50,35,20,5092.643016,0.386932414,22.47698521,13552.67316
OAT_N,140.8121,50,35,20,5161.488946,0.402807195,24.08797221,13608.74291
OAT_N,129.9499,50,35,20,5092.311848,0.386856052,22.46923592,13552.40345
OAT_N,134.6007,50,35,20,5121.930972,0.393685753,23.16232008,13576.52596
OAT_N,140.9165,50,35,20,5162.153828,0.402960506,24.10353039,13609.28441
OAT_N,140.9839,50,35,20,5162.583072,0.403059483,24.11357465,13609.63399
OAT_N,120.6016,50,35,20,5032.776187,0.373128071,21.07610815,13503.9162
OAT_N,147.0113,50,35,20,5200.969222,0.411910721,25.01180624,13640.89658
OAT_N,149.4698,50,35,20,5216.626446,0.415521029,25.3781835,13653.64819
OAT_N,121.2704,50,35,20,5037.035512,0.374110204,21.17577589,13507.38509
OAT_N,125.3602,50,35,20,5063.081846,0.380116076,21.78525718,13528.59784
OAT_N,141.7171,50,35,20,5167.252536,0.404136187,24.22283958,13613.43691
OAT_N,135.2294,50,35,20,5125.934916,0.394608999,23.25601192,13579.78687
OAT_N,127.5113,50,35,20,5076.78136,0.383274967,22.10582425,13539.75505
OAT_N,142.4241,50,35,20,5171.755142,0.405174417,24.32820005,13617.10394
OAT_N,121.7735,50,35,20,5040.239559,0.374849007,21.25075022,13509.99455
OAT_N,122.7255,50,35,20,5046.302474,0.376247019,21.39262175,13514.93233
OAT_N,133.0321,50,35,20,5111.941173,0.391382263,22.92855991,13568.39003
OAT_N,121.3973,50,35,20,5037.843688,0.374296557,21.19468712,13508.04329
OAT_N,133.8062,50,35,20,5116.871112,0.392519029,23.04391994,13572.40509
OAT_N,144.3548,50,35,20,5184.051014,0.408009651,24.61592207,13627.11799
OAT_N,143.5295,50,35,20,5178.795002,0.406797697,24.49293197,13622.83737
OAT_N,130.4649,50,35,20,5095.591681,0.387612329,22.54598365,13555.07462
OAT_N,140.1798,50,35,20,5157.462074,0.401878662,23.99374388,13605.46333
OAT_N,123.3821,50,35,20,5050.484102,0.377211236,21.49047138,13518.33794
OAT_N,120.2072,50,35,20,5030.264407,0.372548895,21.01733281,13501.87055
OAT_N,137.3261,50,35,20,5139.287977,0.397688003,23.56847204,13590.66192
OAT_N,143.9099,50,35,20,5181.21762,0.407356315,24.54962098,13624.81041
OAT_N,133.375,50,35,20,5114.124968,0.391885812,22.97966048,13570.16857
OAT_N,145.3187,50,35,20,5190.189716,0.409425138,24.759567,13632.11749
OAT_N,144.1353,50,35,20,5182.653105,0.407687315,24.58321115,13625.9795
OAT_N,137.4344,50,35,20,5139.977697,0.397847042,23.58461142,13591.22364
OAT_N,143.8762,50,35,20,5181.002998,0.407306826,24.54459884,13624.63562
OAT_N,124.0442,50,35,20,5054.700758,0.37818353,21.58914065,13521.77209
OAT_N,139.3595,50,35,20,5152.237905,0.400674051,23.8714989,13601.20864
OAT_N,136.0149,50,35,20,5130.937458,0.395762506,23.37307083,13583.86106
OAT_N,146.7986,50,35,20,5199.614619,0.411598371,24.98010868,13639.79336
OAT_P,135,45.752,35,20,5112.126741,0.390024352,23.16082948,13560.8901
OAT_P,135,50.49,35,20,5125.898189,0.394762098,23.22886146,13580.63949
